va,vb,ca,cb,n
12,13,2,0,176
12,13,3,0,47
12,13,0,1,17
12,13,1,1,43
12,13,2,1,47
12,13,3,1,134
12,13,0,2,183
12,13,1,2,45
12,13,2,2,25
12,13,3,2,18
12,13,0,3,59
12,13,1,3,140
12,13,2,3,12
12,13,3,3,27
