va,vb,ca,cb,n
1,0,0,2,243
1,0,0,3,2
1,0,2,2,90
1,0,1,1,237
1,0,2,3,140
1,0,3,0,163
1,0,3,1,115
1,0,3,2,14
1,0,2,0,6
1,0,0,0,3
1,0,1,3,8
1,0,3,3,1
1,0,0,1,1
2,0,3,2,2
2,0,0,0,2
2,0,2,2,299
2,0,3,1,303
2,0,3,0,5
2,0,1,0,152
2,0,3,3,11
2,0,2,3,2
2,0,0,3,138
2,0,1,1,44
2,0,1,2,12
2,0,2,0,13
2,0,0,1,6
2,0,0,2,34
2,0,2,1,1
4,0,0,1,1
4,0,3,3,1
4,0,0,3,76
4,0,1,2,4
4,0,1,1,305
4,0,2,3,68
4,0,1,0,76
4,0,2,2,52
4,0,3,1,41
4,0,3,0,89
4,0,3,2,2
4,0,0,0,7
4,0,1,3,6
4,0,0,2,289
4,0,2,1,7
3,0,1,3,3
3,0,2,2,288
3,0,3,1,303
3,0,3,0,99
3,0,3,2,13
3,0,1,0,63
3,0,3,3,7
3,0,2,3,81
3,0,2,1,1
3,0,0,2,41
3,0,0,3,60
3,0,1,1,45
3,0,1,2,5
3,0,2,0,10
3,0,0,1,5
2,1,2,2,3
2,1,3,2,178
2,1,3,1,1
2,1,3,0,144
2,1,0,3,10
2,1,0,1,19
2,1,0,0,73
2,1,0,2,74
2,1,2,1,205
2,1,1,3,100
2,1,1,2,21
2,1,1,1,56
2,1,2,3,109
2,1,1,0,28
2,1,3,3,3
5,1,0,0,6
5,1,2,3,48
5,1,2,2,172
5,1,0,3,48
5,1,1,1,17
5,1,1,2,33
5,1,0,1,28
5,1,1,0,42
5,1,3,3,104
5,1,3,2,45
5,1,3,1,212
5,1,3,0,50
5,1,0,2,26
5,1,2,1,24
5,1,1,3,22
5,1,2,0,147
6,1,2,2,3
6,1,3,3,6
6,1,1,3,86
6,1,3,2,90
6,1,3,1,15
6,1,3,0,79
6,1,0,3,65
6,1,0,1,94
6,1,0,0,64
6,1,2,0,13
6,1,2,3,65
6,1,1,2,109
6,1,1,1,59
6,1,0,2,74
6,1,2,1,113
6,1,1,0,89
7,2,1,3,5
7,2,2,2,124
7,2,0,3,248
7,2,0,2,9
7,2,1,0,261
7,2,3,3,24
7,2,0,1,65
7,2,3,0,2
7,2,3,1,142
7,2,3,2,2
7,2,1,2,83
7,2,1,1,24
7,2,2,3,3
7,2,2,0,29
7,2,0,0,3
8,2,0,3,16
8,2,3,2,66
8,2,3,1,72
8,2,3,0,25
8,2,3,3,223
8,2,1,0,10
8,2,2,0,240
8,2,0,0,20
8,2,2,2,83
8,2,0,1,57
8,2,2,3,11
8,2,1,1,12
8,2,1,2,64
8,2,0,2,5
8,2,2,1,90
8,2,1,3,30
4,3,3,3,1
4,3,0,0,2
4,3,0,3,268
4,3,0,2,97
4,3,1,0,283
4,3,2,2,87
4,3,0,1,16
4,3,3,0,32
4,3,3,1,96
4,3,3,2,2
4,3,2,3,32
4,3,1,2,7
4,3,1,1,91
4,3,2,0,6
4,3,1,3,4
10,3,0,3,2
10,3,1,3,32
10,3,3,3,264
10,3,1,0,3
10,3,2,0,298
10,3,0,0,21
10,3,3,2,104
10,3,3,0,1
10,3,3,1,19
10,3,0,1,82
10,3,1,1,1
10,3,1,2,75
10,3,2,1,101
10,3,0,2,4
10,3,2,2,10
10,3,2,3,7
11,3,3,3,1
11,3,0,0,2
11,3,0,3,268
11,3,0,2,97
11,3,1,0,283
11,3,2,2,87
11,3,0,1,16
11,3,3,0,32
11,3,3,1,96
11,3,3,2,2
11,3,2,3,32
11,3,1,2,7
11,3,1,1,91
11,3,2,0,6
11,3,1,3,4
12,4,1,0,1
12,4,3,2,340
12,4,3,0,10
12,4,3,1,7
12,4,1,3,100
12,4,0,0,101
12,4,2,0,60
12,4,3,3,38
12,4,0,1,6
12,4,2,1,335
12,4,0,2,4
12,4,2,3,13
12,4,1,2,3
12,4,1,1,6
9,4,2,2,3
9,4,0,3,5
9,4,3,2,243
9,4,3,1,15
9,4,3,0,6
9,4,0,1,97
9,4,2,0,137
9,4,0,0,24
9,4,1,3,34
9,4,3,3,105
9,4,1,0,5
9,4,1,2,97
9,4,2,1,242
9,4,0,2,4
9,4,2,3,7
6,5,1,3,1
6,5,0,0,3
6,5,2,2,161
6,5,2,3,12
6,5,1,0,143
6,5,3,3,7
6,5,0,3,131
6,5,1,1,160
