va,vb,ca,cb,n
1,13,1,0,175
1,13,1,2,92
1,13,0,2,40
1,13,0,3,633
2,13,1,0,4
2,13,0,1,8
2,13,3,2,21
2,13,1,3,384
2,13,3,3,241
2,13,2,1,8
2,13,0,2,50
2,13,0,3,21
2,13,0,0,83
2,13,2,0,87
2,13,2,2,40
2,13,2,3,14
2,13,1,2,21
2,13,1,1,26
2,13,3,1,12
2,13,3,0,4
3,13,0,1,4
3,13,3,3,504
3,13,0,3,8
3,13,1,1,4
3,13,1,2,5
3,13,2,0,154
3,13,0,0,16
3,13,3,2,39
3,13,3,1,31
3,13,3,0,8
3,13,2,2,70
3,13,2,3,30
3,13,1,3,118
3,13,0,2,18
3,13,2,1,15
4,13,0,0,3
4,13,2,3,1
4,13,1,1,9
4,13,0,1,45
4,13,1,3,26
4,13,1,0,175
4,13,1,2,92
4,13,0,2,40
4,13,0,3,633
5,13,0,2,1
5,13,2,1,15
5,13,2,3,39
5,13,3,0,10
5,13,3,1,39
5,13,3,2,49
5,13,2,0,168
5,13,2,2,82
5,13,3,3,621
6,13,3,3,1
6,13,1,0,11
6,13,0,1,15
6,13,1,1,39
6,13,0,0,167
6,13,0,3,38
6,13,1,2,49
6,13,0,2,83
6,13,1,3,621
7,13,1,0,2
7,13,0,1,4
7,13,3,3,464
7,13,0,3,11
7,13,2,0,147
7,13,0,0,22
7,13,3,2,37
7,13,3,1,30
7,13,3,0,7
7,13,2,2,69
7,13,1,3,156
7,13,0,2,23
7,13,2,1,9
7,13,2,3,29
7,13,1,2,3
7,13,1,1,11
8,13,0,0,3
8,13,2,3,1
8,13,1,1,9
8,13,0,1,45
8,13,1,3,26
8,13,1,0,175
8,13,1,2,92
8,13,0,2,40
8,13,0,3,633
9,13,0,2,1
9,13,2,1,15
9,13,2,3,39
9,13,3,0,10
9,13,3,1,39
9,13,3,2,49
9,13,2,0,168
9,13,2,2,82
9,13,3,3,621
10,13,0,0,3
10,13,2,3,1
10,13,1,1,9
10,13,0,1,45
10,13,1,3,26
10,13,1,0,175
10,13,1,2,92
10,13,0,2,40
10,13,0,3,633
11,13,2,2,2
11,13,3,2,2
11,13,0,1,15
11,13,1,1,39
11,13,1,0,5
11,13,3,3,19
11,13,2,0,8
11,13,0,0,165
11,13,0,3,38
11,13,1,2,49
11,13,0,2,79
11,13,1,3,603
12,13,3,0,1
12,13,1,3,589
12,13,0,2,77
12,13,0,3,36
12,13,0,0,155
12,13,2,0,12
12,13,3,3,34
12,13,1,0,10
12,13,1,2,47
12,13,1,1,39
12,13,2,3,1
12,13,0,1,15
12,13,2,2,6
12,13,3,2,2
